300, 3
1, 63, 426
2, 55, 425
3, 45, 425
4, 34, 425
5, 34, 411
6, 42, 413
7, 55, 412
8, 67, 412
9, 37, 406
10, 44, 406
11, 55, 408
12, 65, 407
13, 56, 395
14, 65, 397
15, 45, 397
16, 45, 385
17, 55, 386
18, 66, 385
19, 74, 393
20, 73, 383
21, 42, 276
22, 34, 275
23, 34, 264
24, 43, 264
25, 53, 275
26, 55, 263
27, 65, 275
28, 67, 265
29, 35, 256
30, 47, 254
31, 53, 256
32, 65, 255
33, 47, 245
34, 54, 247
35, 66, 243
36, 46, 238
37, 51, 240
38, 65, 234
39, 58, 234
40, 57, 223
41, 35, 84
42, 45, 85
43, 35, 76
44, 47, 73
45, 52, 83
46, 55, 75
47, 66, 85
48, 63, 73
49, 42, 64
50, 54, 65
51, 36, 56
52, 45, 56
53, 57, 55
54, 67, 54
55, 45, 43
56, 54, 45
57, 46, 35
58, 35, 35
59, 56, 36
60, 66, 35
61, -181, 348
62, -173, 345
63, -164, 346
64, -155, 346
65, -182, 334
66, -173, 335
67, -164, 333
68, -158, 335
69, -145, 343
70, -145, 334
71, -183, 324
72, -173, 324
73, -164, 325
74, -155, 324
75, -146, 325
76, -182, 313
77, -175, 313
78, -166, 314
79, -154, 315
80, -175, 304
81, -197, 183
82, -207, 176
83, -196, 175
84, -207, 163
85, -194, 164
86, -184, 166
87, -184, 175
88, -183, 184
89, -205, 157
90, -197, 157
91, -173, 176
92, -174, 185
93, -175, 163
94, -166, 164
95, -165, 175
96, -164, 186
97, -158, 166
98, -153, 174
99, -158, 183
100, -145, 173
101, -226, -76
102, -214, -75
103, -206, -75
104, -195, -73
105, -219, -85
106, -224, -85
107, -206, -86
108, -195, -85
109, -216, -95
110, -206, -95
111, -224, -104
112, -216, -104
113, -205, -105
114, -195, -105
115, -222, -114
116, -216, -116
117, -203, -114
118, -192, -114
119, -215, -122
120, -205, -125
121, -226, -136
122, -215, -135
123, -207, -135
124, -195, -135
125, -225, -145
126, -215, -146
127, -205, -144
128, -196, -144
129, -214, -154
130, -204, -156
131, -227, -165
132, -215, -166
133, -206, -165
134, -196, -166
135, -225, -178
136, -214, -178
137, -206, -176
138, -197, -176
139, -214, -186
140, -205, -186
141, -185, -74
142, -176, -74
143, -164, -74
144, -155, -73
145, -185, -85
146, -178, -83
147, -165, -85
148, -153, -87
149, -185, -94
150, -175, -95
151, -187, -106
152, -176, -104
153, -167, -105
154, -157, -105
155, -185, -115
156, -172, -115
157, -164, -115
158, -154, -115
159, -175, -126
160, -164, -126
161, -51, 264
162, -32, 246
163, -64, 226
164, -83, 275
165, -132, 268
166, -93, 220
167, -54, 196
168, -2, 194
169, -20, 167
170, -56, 164
171, -81, 150
172, -28, 137
173, -47, 62
174, -87, 30
175, -144, 46
176, -156, 33
177, -230, 18
178, -134, -1
179, -165, -13
180, -136, -36
181, -83, -32
182, -128, 11
183, -201, 72
184, -142, 97
185, -120, 124
186, -43, 143
187, -33, 83
188, 2, 113
189, 36, 159
190, 39, 187
191, 8, 230
192, 23, 310
193, 13, 372
194, -27, 365
195, -41, 383
196, -56, 356
197, -70, 322
198, -21, 326
199, -114, 279
200, -197, 250
201, -179, 228
202, -155, 208
203, -110, 175
204, -132, 119
205, -168, 88
206, -175, 59
207, -169, 14
208, -171, -16
209, -75, -57
210, -85, -2
211, -59, 14
212, -66, 82
213, -25, 93
214, -87, 188
215, -101, 205
216, -92, 252
217, -106, 259
218, -91, 277
219, -59, 261
220, -31, 237
221, -40, 287
222, -18, 316
223, -27, 329
224, -40, 348
225, -84, 375
226, -109, 293
227, 38, 389
228, 51, 395
229, 57, 410
230, 40, 411
231, 35, 396
232, 51, 394
233, 56, 430
234, 52, 426
235, -153, 309
236, -154, 298
237, -162, 284
238, -169, 293
239, -166, 300
240, -178, 296
241, -170, 317
242, -167, 323
243, -156, 334
244, -151, 176
245, -170, 168
246, -191, 158
247, -179, 153
248, -158, 151
249, -182, 165
250, -213, 168
251, -223, 166
252, -189, 180
253, -177, 179
254, -176, 179
255, 63, 229
256, 61, 250
257, 67, 258
258, 58, 263
259, 43, 262
260, 40, 240
261, 42, 230
262, 37, 235
263, 46, 240
264, 55, 267
265, 60, 265
266, 59, 249
267, 62, 78
268, 53, 86
269, 41, 73
270, 52, 57
271, 47, 51
272, 38, 41
273, 45, 30
274, 51, 28
275, 68, 46
276, 61, 58
277, 64, 81
278, 64, 86
279, 47, 86
280, 48, 63
281, 44, 52
282, 37, 32
283, 54, 34
284, 58, 38
285, -175, -138
286, -184, -154
287, -190, -157
288, -184, -170
289, -186, -153
290, -179, -130
291, -193, -110
292, -201, -114
293, -179, -93
294, -174, -91
295, -190, -89
296, -196, -121
297, -214, -135
298, -215, -150
299, -199, -142
300, -197, -132
