112, 3
1, 76, 405
2, 68, 396
3, 75, 394
4, 84, 397
5, 86, 405
6, 86, 415
7, 74, 415
8, 66, 417
9, 64, 409
10, 56, 406
11, 55, 306
12, 46, 293
13, 55, 293
14, 67, 293
15, 66, 303
16, 45, 286
17, 54, 284
18, 63, 286
19, 75, 285
20, 75, 295
21, 174, 355
22, 174, 369
23, 166, 369
24, 166, 353
25, 154, 365
26, 154, 357
27, 144, 356
28, 142, 366
29, 163, 366
30, 155, 345
31, 199, 279
32, 188, 279
33, 183, 266
34, 197, 260
35, 196, 272
36, 186, 266
37, 195, 265
38, 206, 266
39, 206, 274
40, 204, 256
41, 328, 336
42, 327, 343
43, 312, 335
44, 314, 344
45, 305, 344
46, 302, 333
47, 317, 325
48, 324, 325
49, 302, 325
50, 313, 317
51, 252, 408
52, 245, 396
53, 257, 390
54, 273, 393
55, 276, 399
56, 262, 407
57, 254, 400
58, 263, 402
59, 266, 397
60, 254, 394
61, 165, 394
62, 113, 397
63, 113, 370
64, 73, 360
65, 60, 327
66, 95, 343
67, 116, 330
68, 107, 325
69, 147, 301
70, 180, 297
71, 165, 323
72, 189, 322
73, 216, 306
74, 238, 316
75, 247, 321
76, 285, 340
77, 271, 346
78, 231, 339
79, 220, 344
80, 235, 359
81, 247, 370
82, 232, 388
83, 221, 399
84, 180, 400
85, 132, 405
86, 119, 398
87, 149, 398
88, 207, 411
89, 230, 405
90, 220, 387
91, 199, 375
92, 197, 359
93, 181, 348
94, 242, 344
95, 272, 348
96, 281, 379
97, 289, 374
98, 285, 364
99, 268, 362
100, 282, 315
101, 256, 304
102, 231, 286
103, 244, 284
104, 274, 292
105, 140, 268
106, 108, 275
107, 99, 280
108, 52, 334
109, 63, 375
110, 74, 374
111, 78, 345
112, 85, 340
