300, 3
1, 51, 86
2, 42, 82
3, 42, 73
4, 59, 70
5, 61, 82
6, 82, 83
7, 67, 80
8, 72, 92
9, 83, 102
10, 75, 94
11, 56, 88
12, 57, 80
13, 57, 69
14, 72, 76
15, 80, 93
16, 86, 102
17, 104, 111
18, 119, 116
19, 111, 133
20, 107, 124
21, 103, 118
22, 96, 104
23, 84, 95
24, 92, 122
25, 99, 130
26, 108, 122
27, 81, 105
28, 77, 111
29, 74, 104
30, 74, 94
31, 92, 106
32, 97, 115
33, 94, 120
34, 70, 99
35, 52, 90
36, 71, 83
37, 87, 97
38, 90, 113
39, 96, 117
40, 110, 123
41, 113, 133
42, 117, 134
43, 110, 115
44, 79, 93
45, 67, 90
46, 68, 103
47, 52, 89
48, 62, 84
49, 59, 87
50, 65, 103
51, 70, 111
52, 86, 116
53, 102, 127
54, 81, 101
55, 69, 98
56, 49, 86
57, 44, 71
58, 47, 73
59, 70, 75
60, 86, 93
61, 105, 107
62, 117, 119
63, 120, 130
64, 119, 133
65, 129, 138
66, 112, 136
67, 117, 133
68, 124, 131
69, 101, 121
70, 94, 116
71, 69, 103
72, 45, 86
73, 54, 82
74, -69, -46
75, -92, -64
76, -93, -67
77, -104, -78
78, -113, -82
79, -119, -86
80, -119, -97
81, -121, -111
82, -110, -115
83, -105, -97
84, -115, -96
85, -110, -94
86, -81, -82
87, -99, -92
88, -96, -78
89, -83, -77
90, -85, -64
91, -66, -58
92, -61, -50
93, -69, -48
94, -76, -59
95, -96, -70
96, -64, -45
97, -71, -60
98, -86, -77
99, -94, -84
100, -92, -87
101, -95, -93
102, -111, -94
103, -118, -97
104, -112, -102
105, -99, -99
106, -101, -85
107, -109, -92
108, -129, -109
109, -116, -111
110, -106, -97
111, -95, -81
112, -89, -74
113, -76, -62
114, -68, -54
115, -59, -40
116, -81, -48
117, -79, -68
118, -59, -58
119, -51, -47
120, -60, -41
121, -83, -57
122, -95, -69
123, -100, -72
124, -105, -85
125, -103, -86
126, -120, -101
127, -129, -108
128, -132, -113
129, -127, -109
130, -100, -84
131, -81, -66
132, -69, -52
133, -64, -46
134, -65, -40
135, -53, -42
136, -59, -45
137, -80, -63
138, -87, -76
139, -107, -84
140, -124, -93
141, -131, -96
142, -125, -98
143, -86, -75
144, -61, -54
145, -48, -52
146, -59, -41
147, -91, -49
148, -90, -55
149, -79, -65
150, -104, -86
151, -109, -87
152, -109, -88
153, -105, -110
154, -120, -99
155, -121, -93
156, -94, -86
157, -55, -50
158, -48, -34
159, -60, -40
160, -61, -56
161, -76, -68
162, -84, -77
163, -94, -94
164, -115, -107
165, -130, -110
166, -141, -108
167, -85, -63
168, -131, -101
169, -135, -109
170, -146, -122
171, -129, -121
172, -118, -112
173, -109, -107
174, -98, -101
175, -106, -98
176, -117, -103
177, -115, -111
178, -92, -115
179, -92, -112
180, -92, -110
181, -84, -86
182, -107, -102
183, 93, 95
184, 116, 106
185, 134, 121
186, 152, 139
187, 141, 140
188, 128, 133
189, 120, 125
190, 111, 114
191, 65, 91
192, 53, 82
193, 41, 74
194, 33, 65
195, 40, 61
196, 56, 57
197, 69, 59
198, 94, 72
199, 101, 69
200, 113, 95
201, 99, 101
202, 87, 102
203, 98, 124
204, 73, 120
205, 61, 105
206, 55, 102
207, 68, 124
208, 70, 96
209, 86, 94
210, 101, 84
211, 114, 95
212, 127, 109
213, 137, 120
214, 148, 132
215, 132, 143
216, 114, 143
217, 112, 142
218, -92, -89
219, -84, -93
220, -69, -102
221, -60, -92
222, -63, -81
223, -69, -71
224, -77, -74
225, -76, -83
226, -71, -86
227, -88, -63
228, -98, -55
229, -106, -48
230, -119, -40
231, -127, -46
232, -121, -53
233, 77, -31
234, 73, -38
235, 60, -51
236, 55, -57
237, 51, -63
238, 46, -73
239, 42, -94
240, 55, -97
241, 60, -100
242, 75, -91
243, 84, -80
244, 100, -66
245, 111, -47
246, 120, -26
247, 95, -19
248, 81, -45
249, 78, -51
250, 59, -72
251, 64, -78
252, 92, -57
253, 92, -56
254, 76, -76
255, 91, -81
256, 105, -87
257, 113, -92
258, 117, -80
259, 118, -70
260, 104, -65
261, 111, -36
262, 83, -56
263, 63, -66
264, 60, -84
265, 73, -69
266, 99, -38
267, 84, -38
268, 62, -56
269, 75, -67
270, 80, -55
271, 103, -33
272, 89, -58
273, 72, -72
274, 51, -78
275, 44, -87
276, 56, -86
277, 59, -64
278, 77, -54
279, 72, -66
280, 84, -62
281, 99, -46
282, 104, -38
283, 92, -39
284, 95, -61
285, 95, -77
286, 109, -72
287, 91, -72
288, 85, -86
289, 105, -33
290, 102, -58
291, 99, -63
292, 97, -64
293, 108, -68
294, 92, -66
295, 94, -51
296, 83, -44
297, 76, -47
298, 76, -72
299, 88, -74
300, 94, -71
