1000, 3
1, 63, 426
2, 55, 425
3, 45, 425
4, 34, 425
5, 34, 411
6, 42, 413
7, 55, 412
8, 67, 412
9, 37, 406
10, 44, 406
11, 55, 408
12, 65, 407
13, 56, 395
14, 65, 397
15, 45, 397
16, 45, 385
17, 55, 386
18, 66, 385
19, 74, 393
20, 73, 383
21, 42, 276
22, 34, 275
23, 34, 264
24, 43, 264
25, 53, 275
26, 55, 263
27, 65, 275
28, 67, 265
29, 35, 256
30, 47, 254
31, 53, 256
32, 65, 255
33, 47, 245
34, 54, 247
35, 66, 243
36, 46, 238
37, 51, 240
38, 65, 234
39, 58, 234
40, 57, 223
41, 35, 84
42, 45, 85
43, 35, 76
44, 47, 73
45, 52, 83
46, 55, 75
47, 66, 85
48, 63, 73
49, 42, 64
50, 54, 65
51, 36, 56
52, 45, 56
53, 57, 55
54, 67, 54
55, 45, 43
56, 54, 45
57, 46, 35
58, 35, 35
59, 56, 36
60, 66, 35
61, -181, 348
62, -173, 345
63, -164, 346
64, -155, 346
65, -182, 334
66, -173, 335
67, -164, 333
68, -158, 335
69, -145, 343
70, -145, 334
71, -183, 324
72, -173, 324
73, -164, 325
74, -155, 324
75, -146, 325
76, -182, 313
77, -175, 313
78, -166, 314
79, -154, 315
80, -175, 304
81, -197, 183
82, -207, 176
83, -196, 175
84, -207, 163
85, -194, 164
86, -184, 166
87, -184, 175
88, -183, 184
89, -205, 157
90, -197, 157
91, -173, 176
92, -174, 185
93, -175, 163
94, -166, 164
95, -165, 175
96, -164, 186
97, -158, 166
98, -153, 174
99, -158, 183
100, -145, 173
101, -226, -76
102, -214, -75
103, -206, -75
104, -195, -73
105, -219, -85
106, -224, -85
107, -206, -86
108, -195, -85
109, -216, -95
110, -206, -95
111, -224, -104
112, -216, -104
113, -205, -105
114, -195, -105
115, -222, -114
116, -216, -116
117, -203, -114
118, -192, -114
119, -215, -122
120, -205, -125
121, -226, -136
122, -215, -135
123, -207, -135
124, -195, -135
125, -225, -145
126, -215, -146
127, -205, -144
128, -196, -144
129, -214, -154
130, -204, -156
131, -227, -165
132, -215, -166
133, -206, -165
134, -196, -166
135, -225, -178
136, -214, -178
137, -206, -176
138, -197, -176
139, -214, -186
140, -205, -186
141, -185, -74
142, -176, -74
143, -164, -74
144, -155, -73
145, -185, -85
146, -178, -83
147, -165, -85
148, -153, -87
149, -185, -94
150, -175, -95
151, -187, -106
152, -176, -104
153, -167, -105
154, -157, -105
155, -185, -115
156, -172, -115
157, -164, -115
158, -154, -115
159, -175, -126
160, -164, -126
161, 134, -116
162, 146, -114
163, 156, -115
164, 165, -114
165, 135, -124
166, 146, -123
167, 155, -124
168, 165, -125
169, 145, -133
170, 156, -134
171, 133, -143
172, 145, -148
173, 157, -146
174, 165, -147
175, 136, -154
176, 147, -155
177, 155, -156
178, 163, -156
179, 147, -166
180, 156, -165
181, 408, 152
182, 453, 306
183, 446, 304
184, 445, 294
185, 456, 295
186, 466, 295
187, 466, 308
188, 447, 288
189, 457, 283
190, 467, 291
191, 448, 277
192, 476, 309
193, 485, 308
194, 497, 307
195, 478, 297
196, 486, 295
197, 497, 297
198, 476, 287
199, 485, 286
200, 494, 286
201, 486, 278
202, 474, 276
203, 494, 277
204, 473, 266
205, 485, 264
206, 494, 264
207, 477, 259
208, 485, 256
209, 493, 256
210, 485, 246
211, 496, 244
212, 442, 265
213, 454, 266
214, 466, 266
215, 445, 255
216, 457, 255
217, 465, 256
218, 445, 244
219, 455, 244
220, 466, 244
221, 477, 244
222, 445, 233
223, 455, 233
224, 465, 234
225, 477, 235
226, 456, 225
227, 466, 227
228, 447, 224
229, 447, 214
230, 456, 214
231, 465, 214
232, 484, 235
233, 496, 236
234, 476, 223
235, 485, 227
236, 494, 224
237, 504, 237
238, 506, 223
239, 486, 217
240, 495, 216
241, 504, 215
242, -181, 161
243, -186, 163
244, -186, 175
245, -168, 178
246, -182, 184
247, -192, 179
248, -193, 176
249, -201, 169
250, -198, 160
251, -184, 161
252, -165, 171
253, -172, 171
254, -175, 175
255, -175, 179
256, -178, 178
257, -178, 169
258, -179, 173
259, -191, 183
260, -187, 174
261, -191, 170
262, -187, 163
263, -165, 163
264, -154, 177
265, -163, 177
266, -186, 177
267, -198, 181
268, -200, 179
269, -207, 173
270, -207, 168
271, -186, 168
272, -194, 160
273, -189, 160
274, -170, 160
275, -155, 169
276, -156, 173
277, -167, 170
278, -170, 170
279, 60, 60
280, 55, 50
281, 48, 45
282, 44, 50
283, 33, 59
284, 42, 73
285, 41, 76
286, 45, 79
287, 53, 79
288, 55, 80
289, 61, 76
290, 61, 70
291, 64, 63
292, 55, 62
293, 40, 58
294, 38, 68
295, 35, 71
296, 35, 54
297, 42, 46
298, 34, 43
299, 32, 40
300, 37, 39
301, 59, 38
302, 64, 45
303, 60, 54
304, 60, 62
305, 53, 65
306, 47, 64
307, 45, 55
308, 40, 61
309, 39, 48
310, 48, 46
311, 56, 55
312, 63, 74
313, 52, 79
314, 43, 68
315, 36, 54
316, 42, 52
317, 51, 56
318, 59, 66
319, 57, 74
320, 59, 233
321, 51, 232
322, 38, 241
323, 48, 249
324, 50, 253
325, 60, 271
326, 56, 270
327, 46, 270
328, 41, 264
329, 38, 258
330, 38, 252
331, 39, 247
332, 39, 241
333, 44, 241
334, 47, 247
335, 49, 252
336, 54, 250
337, 55, 243
338, 59, 252
339, 60, 259
340, 59, 258
341, 57, 262
342, 49, 262
343, 47, 263
344, 56, 263
345, 58, 259
346, 56, 251
347, 55, 247
348, 55, 244
349, 55, 234
350, 61, 234
351, 62, 243
352, 65, 261
353, 54, 266
354, 44, 263
355, 37, 256
356, 34, 248
357, 35, 245
358, 43, 239
359, 62, 250
360, 61, 262
361, 70, 388
362, 62, 387
363, 57, 388
364, 52, 396
365, 59, 404
366, 59, 415
367, 57, 418
368, 40, 418
369, 39, 408
370, 39, 406
371, 43, 403
372, 47, 401
373, 53, 406
374, 50, 412
375, 48, 413
376, 47, 404
377, 47, 393
378, 56, 389
379, 57, 402
380, 56, 411
381, 54, 414
382, 52, 415
383, 51, 410
384, 51, 406
385, 53, 404
386, -149, 336
387, -161, 321
388, -171, 311
389, -166, 327
390, -165, 340
391, -170, 341
392, -178, 328
393, -175, 317
394, -168, 323
395, -160, 335
396, -154, 336
397, -155, 328
398, -161, 325
399, -158, 323
400, 144, -142
401, 152, -137
402, 147, -128
403, 139, -133
404, 135, -133
405, 134, -129
406, 138, -124
407, 141, -119
408, 147, -118
409, 163, -121
410, 157, -132
411, 157, -140
412, 156, -150
413, 152, -157
414, 151, -160
415, 146, -165
416, 146, -172
417, 159, -150
418, 163, -142
419, 163, -132
420, 145, -147
421, 143, -147
422, 137, -139
423, 128, -150
424, 146, -150
425, 146, -144
426, 490, 212
427, 460, 225
428, 464, 234
429, 484, 253
430, 482, 258
431, 470, 259
432, 469, 271
433, 473, 275
434, 458, 278
435, 465, 288
436, 477, 298
437, 464, 297
438, 461, 296
439, 461, 301
440, 463, 303
441, 473, 307
442, 479, 305
443, 479, 292
444, 469, 281
445, 474, 274
446, 491, 273
447, 483, 267
448, 479, 266
449, 465, 251
450, 464, 274
451, 453, 267
452, 450, 258
453, 450, 252
454, 451, 240
455, 451, 234
456, 451, 229
457, 451, 223
458, 461, 218
459, 473, 213
460, 474, 213
461, 474, 208
462, 494, 236
463, 472, 249
464, 459, 249
465, 454, 276
466, 439, 281
467, 444, 280
468, 448, 287
469, 452, 286
470, 459, 272
471, 454, 261
472, 453, 254
473, 459, 256
474, 467, 279
475, 476, 292
476, 472, 303
477, 461, 302
478, 448, 298
479, 449, 290
480, 456, 269
481, 481, 288
482, 472, 268
483, 470, 255
484, 465, 245
485, 470, 235
486, 486, 225
487, 487, 227
488, 481, 234
489, 153, -131
490, 148, -121
491, 152, -121
492, 145, -128
493, 139, -148
494, 143, -161
495, 145, -161
496, 153, -160
497, 164, -153
498, 164, -147
499, 165, -140
500, -165, -107
501, -165, -98
502, -162, -88
503, -167, -81
504, -188, -87
505, -203, -90
506, -210, -99
507, -202, -98
508, -192, -91
509, -194, -97
510, -195, -113
511, -202, -121
512, -208, -135
513, -217, -151
514, -222, -161
515, -222, -170
516, -221, -171
517, -224, -160
518, -222, -134
519, -226, -106
520, -218, -92
521, -213, -84
522, -190, -87
523, -165, -93
524, -182, -106
525, -187, -108
526, -203, -128
527, -203, -135
528, -208, -121
529, -205, -102
530, -206, -115
531, -213, -132
532, -220, -144
533, -212, -164
534, -212, -149
535, -209, -166
536, -205, -172
537, -201, -167
538, 261, 193
539, 260, 191
540, 251, 176
541, 251, 173
542, 256, 169
543, 260, 163
544, 273, 163
545, 285, 167
546, 291, 177
547, 280, 195
548, 263, 200
549, 255, 189
550, 256, 182
551, 263, 181
552, 276, 182
553, 277, 180
554, 281, 180
555, 280, 188
556, 266, 195
557, 264, 189
558, 272, 189
559, 277, 192
560, 270, 176
561, 268, 172
562, 266, 170
563, 281, 171
564, 265, 166
565, 268, 176
566, 258, 174
567, 277, 168
568, 284, 172
569, 288, 182
570, 285, 191
571, 273, 197
572, 269, 203
573, 265, 196
574, 266, 183
575, 286, 182
576, 276, 175
577, 270, 171
578, 265, 164
579, 278, 163
580, 288, 177
581, 287, 192
582, 277, 198
583, 266, 207
584, 260, 198
585, 259, 195
586, 254, 196
587, 248, 188
588, 253, 175
589, 265, 170
590, 263, 166
591, 271, 164
592, 286, 170
593, 286, 176
594, 284, 179
595, 279, 187
596, 268, 181
