106,3
1,76,405
2,68,396
3,75,394
4,84,397
5,86,405
6,86,415
7,74,415
8,66,417
9,64,409
10,56,406
11,55,306
12,46,293
13,55,293
14,67,293
15,66,303
16,45,286
17,54,284
18,63,286
19,75,285
20,75,295
21,174,355
22,174,369
23,166,369
24,166,353
25,154,365
26,154,357
27,144,356
28,142,366
29,163,366
30,155,345
31,199,279
32,188,279
33,183,266
34,197,260
35,196,272
36,186,266
37,195,265
38,206,266
39,206,274
40,204,256
41,328,336
42,327,343
43,312,335
44,314,344
45,305,344
46,302,333
47,317,325
48,324,325
49,302,325
50,313,317
51,395,407
52,387,407
53,384,392
54,393,397
55,394,403
56,387,403
57,386,385
58,394,385
59,404,394
60,406,403
61,218,326
62,176,325
63,188,314
64,205,313
65,203,329
66,193,333
67,156,323
68,132,338
69,126,351
70,115,372
71,99,379
72,84,348
73,79,335
74,105,316
75,152,303
76,193,351
77,222,357
78,254,340
79,267,328
80,254,305
81,188,379
82,159,386
83,139,408
84,162,414
85,169,397
86,216,407
87,244,407
88,268,400
89,323,405
90,358,405
91,368,404
92,354,383
93,294,372
94,254,364
95,288,347
96,275,328
97,249,299
98,347,362
99,360,374
100,241,370
101,210,381
102,283,396
103,262,352
104,148,288
105,63,329
106,63,367
