100, 3
1, 76, 405
2, 68, 396
3, 75, 394
4, 84, 397
5, 86, 405
6, 86, 415
7, 74, 415
8, 66, 417
9, 64, 409
10, 56, 406
11, 55, 306
12, 46, 293
13, 55, 293
14, 67, 293
15, 66, 303
16, 45, 286
17, 54, 284
18, 63, 286
19, 75, 285
20, 75, 295
21, 174, 355
22, 174, 369
23, 166, 369
24, 166, 353
25, 154, 365
26, 154, 357
27, 144, 356
28, 142, 366
29, 163, 366
30, 155, 345
31, 199, 279
32, 188, 279
33, 183, 266
34, 197, 260
35, 196, 272
36, 186, 266
37, 195, 265
38, 206, 266
39, 206, 274
40, 204, 256
41, 328, 336
42, 327, 343
43, 312, 335
44, 314, 344
45, 305, 344
46, 302, 333
47, 317, 325
48, 324, 325
49, 302, 325
50, 313, 317
51, 395, 407
52, 387, 407
53, 384, 392
54, 393, 397
55, 394, 403
56, 387, 403
57, 386, 385
58, 394, 385
59, 404, 394
60, 406, 403
61, 444, 311
62, 433, 309
63, 437, 304
64, 445, 303
65, 436, 298
66, 444, 296
67, 435, 284
68, 443, 284
69, 455, 294
70, 455, 303
71, 335, 186
72, 335, 196
73, 335, 203
74, 326, 203
75, 326, 193
76, 315, 197
77, 315, 207
78, 315, 187
79, 327, 184
80, 316, 175
81, 448, 184
82, 447, 197
83, 433, 197
84, 434, 184
85, 422, 184
86, 425, 195
87, 416, 195
88, 432, 174
89, 442, 174
90, 425, 174
91, 468, 84
92, 455, 84
93, 445, 84
94, 437, 84
95, 434, 74
96, 445, 73
97, 456, 74
98, 464, 74
99, 444, 68
100, 454, 64
