300, 3
1, 51, 86
2, 42, 82
3, 42, 73
4, 59, 70
5, 61, 82
6, 82, 83
7, 67, 80
8, 72, 92
9, 83, 102
10, 75, 94
11, 56, 88
12, 57, 80
13, 57, 69
14, 72, 76
15, 80, 93
16, 86, 102
17, 104, 111
18, 119, 116
19, 111, 133
20, 107, 124
21, 103, 118
22, 96, 104
23, 84, 95
24, 92, 122
25, 99, 130
26, 108, 122
27, 81, 105
28, 77, 111
29, 74, 104
30, 74, 94
31, 92, 106
32, 97, 115
33, 94, 120
34, 70, 99
35, 52, 90
36, 71, 83
37, 87, 97
38, 90, 113
39, 96, 117
40, 110, 123
41, 113, 133
42, 117, 134
43, 110, 115
44, 79, 93
45, 67, 90
46, 68, 103
47, 52, 89
48, 62, 84
49, 59, 87
50, 65, 103
51, 70, 111
52, 86, 116
53, 102, 127
54, 81, 101
55, 69, 98
56, 49, 86
57, 44, 71
58, 47, 73
59, 70, 75
60, 86, 93
61, 105, 107
62, 117, 119
63, 120, 130
64, 119, 133
65, 129, 138
66, 112, 136
67, 117, 133
68, 124, 131
69, 101, 121
70, 94, 116
71, 69, 103
72, 45, 86
73, 54, 82
74, -69, -46
75, -92, -64
76, -93, -67
77, -104, -78
78, -113, -82
79, -119, -86
80, -119, -97
81, -121, -111
82, -110, -115
83, -105, -97
84, -115, -96
85, -110, -94
86, -81, -82
87, -99, -92
88, -96, -78
89, -83, -77
90, -85, -64
91, -66, -58
92, -61, -50
93, -69, -48
94, -76, -59
95, -96, -70
96, -64, -45
97, -71, -60
98, -86, -77
99, -94, -84
100, -92, -87
101, -95, -93
102, -111, -94
103, -118, -97
104, -112, -102
105, -99, -99
106, -101, -85
107, -109, -92
108, -129, -109
109, -116, -111
110, -106, -97
111, -95, -81
112, -89, -74
113, -76, -62
114, -68, -54
115, -59, -40
116, -81, -48
117, -79, -68
118, -59, -58
119, -51, -47
120, -60, -41
121, -83, -57
122, -95, -69
123, -100, -72
124, -105, -85
125, -103, -86
126, -120, -101
127, -129, -108
128, -132, -113
129, -127, -109
130, -100, -84
131, -81, -66
132, -69, -52
133, -64, -46
134, -65, -40
135, -53, -42
136, -59, -45
137, -80, -63
138, -87, -76
139, -107, -84
140, -124, -93
141, -131, -96
142, -125, -98
143, -86, -75
144, -61, -54
145, -48, -52
146, -59, -41
147, -91, -49
148, -90, -55
149, -79, -65
150, -104, -86
151, -109, -87
152, -109, -88
153, -105, -110
154, -120, -99
155, -121, -93
156, -94, -86
157, -55, -50
158, -48, -34
159, -60, -40
160, -61, -56
161, -76, -68
162, -84, -77
163, -94, -94
164, -115, -107
165, -130, -110
166, -141, -108
167, -85, -63
168, -131, -101
169, -135, -109
170, -146, -122
171, -129, -121
172, -118, -112
173, -109, -107
174, -98, -101
175, -106, -98
176, -117, -103
177, -115, -111
178, -92, -115
179, -92, -112
180, -92, -110
181, -84, -86
182, -107, -102
183, -125, -108
184, -67, 68
185, -36, 35
186, 19, 45
187, 31, -14
188, 32, -21
189, 57, -31
190, 19, -61
191, -13, -27
192, 6, 8
193, -4, 29
194, -12, 43
195, -12, 59
196, -26, 65
197, -57, 30
198, -40, 8
199, -31, -22
200, -17, 10
201, -85, -78
202, -75, -81
203, -83, -94
204, -81, -100
205, -71, -97
206, -72, -90
207, -79, -91
208, -69, -95
209, -62, -99
210, -70, -79
211, -75, -90
212, -73, -98
213, -76, -104
214, -67, -109
215, -49, -108
216, -58, -93
217, -88, -66
218, -94, -60
219, -107, -52
220, -101, -44
221, -119, -44
222, -119, -56
223, -121, -62
224, -103, -66
225, -106, -54
226, -119, -51
227, -109, -53
228, -105, -59
229, -99, -69
230, -107, -59
231, -113, -51
232, -113, -43
233, -107, -51
234, -127, -35
235, -119, -54
236, -113, -58
237, -108, -62
238, -107, -61
239, -107, -69
240, -95, -73
241, -101, -57
242, -109, -54
243, -69, -98
244, -59, -104
245, -59, -110
246, -52, -111
247, -57, -110
248, -50, -117
249, -62, -112
250, -64, -97
251, -62, -91
252, -71, -83
253, -68, -104
254, -58, -104
255, -65, -88
256, -66, -106
257, -66, -91
258, -70, -83
259, -66, -105
260, -64, -118
261, -83, -80
262, -96, -66
263, -122, -50
264, -124, -40
265, -103, -40
266, -113, -33
267, -116, -36
268, -115, -34
269, -109, -31
270, -96, -28
271, -93, -29
272, -95, -30
273, -76, -33
274, -81, -41
275, -74, -37
276, -87, -38
277, -83, -45
278, -86, -48
279, -88, -51
280, -71, -41
281, -85, -37
282, -98, -38
283, -92, -46
284, -83, -47
285, -78, -47
286, -95, -35
287, -96, -42
288, -90, -43
289, -82, -43
290, -82, -42
291, -88, -40
292, -92, -43
293, -91, -46
294, -89, -46
295, -86, -45
296, -83, -58
297, -96, -49
298, -98, -56
299, -99, -63
300, -96, -63
