500, 3
1, 59, 97
2, 70, 99
3, 65, 93
4, 59, 86
5, 67, 86
6, 73, 93
7, 64, 97
8, 72, 102
9, 78, 94
10, 67, 88
11, 69, 84
12, 75, 87
13, 67, 82
14, 81, 84
15, 73, 95
16, 69, 103
17, 60, 92
18, 65, 43
19, 80, 43
20, 78, 36
21, 68, 33
22, 74, 43
23, 76, 46
24, 69, 43
25, 65, 36
26, 72, 33
27, 74, 36
28, 73, 37
29, 71, 36
30, 76, 25
31, 84, 31
32, 87, 44
33, 75, 46
34, 81, 49
35, 81, 35
36, 88, 54
37, 74, 49
38, 77, 54
39, 152, 110
40, 164, 95
41, 156, 99
42, 157, 106
43, 153, 99
44, 164, 100
45, 168, 107
46, 162, 112
47, 153, 102
48, 154, 99
49, 161, 93
50, 162, 103
51, 161, 108
52, 153, 98
53, 152, 94
54, 155, 94
55, 161, 94
56, 166, 98
57, 163, 106
58, 152, 116
59, 161, 114
60, 164, 114
61, 156, 105
62, 154, 111
63, 154, 112
64, 155, 113
65, 152, 109
66, 150, 102
67, 154, 102
68, 159, 46
69, 166, 57
70, 158, 53
71, 168, 49
72, 172, 49
73, 166, 53
74, 164, 49
75, 163, 45
76, 162, 44
77, 154, 48
78, 159, 58
79, 164, 55
80, 168, 51
81, 158, 43
82, 164, 43
83, 167, 45
84, 164, 48
85, 161, 54
86, 168, 61
87, 156, 55
88, 150, 49
89, 154, 42
90, 157, 42
91, 163, 46
92, 168, 57
93, 171, 59
94, 159, 131
95, 167, 127
96, 174, 114
97, 176, 100
98, 170, 90
99, 166, 108
100, 162, 117
101, 156, 122
102, 151, 97
103, 154, 97
104, 159, 116
105, 172, 106
106, 168, 97
107, 163, 93
108, 154, 100
109, 160, 122
110, 168, 116
111, 175, 107
112, 163, 91
113, 157, 98
114, 150, 100
115, 145, 101
116, 156, 121
117, 168, 124
118, 172, 128
119, 172, 118
120, 160, 125
121, 167, 122
122, 168, 117
123, 170, 112
124, 172, 116
125, 175, 118
126, 177, 53
127, 178, 45
128, 174, 39
129, 173, 38
130, 173, 46
131, 172, 42
132, 169, 38
133, 165, 38
134, 163, 42
135, 152, 38
136, 159, 41
137, 162, 37
138, 169, 32
139, 162, 36
140, 166, 42
141, 174, 50
142, 170, 55
143, 170, 62
144, 164, 60
145, 154, 47
146, 154, 52
147, 154, 61
148, 161, 61
149, 149, 46
150, 155, 42
151, 158, 38
152, 83, 50
153, 82, 52
154, 72, 46
155, 68, 48
156, 73, 57
157, 76, 54
158, 79, 48
159, 77, 41
160, 77, 40
161, 89, 39
162, 90, 43
163, 86, 42
164, 86, 41
165, 82, 36
166, 80, 31
167, 81, 42
168, 89, 46
169, 85, 42
170, 81, 34
171, 72, 30
172, 69, 34
173, 66, 40
174, 67, 50
175, 65, 47
176, 62, 37
177, 61, 31
178, 71, 27
179, 79, 28
180, 86, 34
181, 85, 49
182, 88, 39
183, 84, 34
184, 71, 101
185, 62, 110
186, 57, 96
187, 68, 100
188, 62, 105
189, 60, 105
190, 67, 112
191, 72, 107
192, 74, 104
193, 78, 105
194, 84, 104
195, 85, 97
196, 82, 92
197, 80, 91
198, 80, 102
199, 74, 91
200, 70, 83
201, 60, 93
202, 68, 96
203, 61, 102
204, 64, 107
205, 70, 105
206, 68, 107
207, 67, 106
208, 66, 105
209, 74, 113
210, 75, 99
211, 74, 95
212, 74, 98
213, 62, 101
214, 66, 100
215, 66, 99
216, 63, 93
217, 60, 89
218, 56, 95
219, 54, 106
220, 60, 107
221, 60, 100
222, 56, 101
223, 56, 103
224, 58, 109
225, 69, 114
226, 78, 113
227, 80, 108
228, 80, 101
229, 74, 92
230, 77, 93
231, 79, 98
232, 80, 96
233, 76, 85
234, 77, 87
235, 82, 88
236, 85, 90
237, 86, 100
238, 84, 106
239, 81, 110
240, 77, 107
241, 76, 110
242, 75, 112
243, 71, 111
244, 66, 111
245, 59, 106
246, 56, 93
247, 64, 88
248, 67, 94
249, 72, 86
250, 78, 89
251, 79, 97
252, 76, 88
253, 75, 88
254, 144, 117
255, 147, 118
256, 147, 109
257, 148, 118
258, 152, 123
259, 154, 127
260, 150, 124
261, 150, 111
262, 150, 110
263, 162, 120
264, 155, 50
265, 153, 54
266, 155, 54
267, 157, 58
268, 158, 49
269, 158, 48
270, 159, 47
271, 161, 47
272, 165, 47
273, 162, 40
274, 160, 38
275, 155, 37
276, 155, 47
277, 156, 43
278, 160, 36
279, 164, 37
280, 170, 42
281, 171, 49
282, 165, 57
283, 168, 54
284, 170, 46
285, 159, 48
286, 142, 46
287, 151, 49
288, 150, 50
289, 147, 46
290, 146, 43
291, 145, 43
292, 149, 40
293, 151, 41
294, 152, 39
295, 153, 34
296, 153, 32
297, 149, 36
298, 65, 42
299, 62, 44
300, 68, 39
301, 119, -8
302, 133, -15
303, 123, -22
304, 124, -16
305, 129, -12
306, 123, -18
307, 111, -13
308, 117, -11
309, 115, -20
310, 118, -24
311, 122, -21
312, 124, -13
