500, 3
1, 263, 325
2, 264, 318
3, 268, 314
4, 276, 315
5, 276, 324
6, 269, 325
7, 264, 335
8, 270, 336
9, 278, 335
10, 284, 334
11, 285, 331
12, 285, 323
13, 287, 316
14, 280, 310
15, 275, 309
16, 269, 309
17, 258, 313
18, 256, 321
19, 256, 328
20, 256, 336
21, 262, 340
22, 271, 342
23, 279, 343
24, 284, 341
25, 290, 338
26, 290, 333
27, 294, 327
28, 294, 316
29, 287, 310
30, 260, 309
31, 250, 314
32, 248, 322
33, 248, 332
34, 249, 342
35, 256, 348
36, 265, 349
37, 278, 349
38, 285, 349
39, 294, 346
40, 297, 338
41, 299, 331
42, 299, 322
43, 299, 312
44, 291, 307
45, 287, 307
46, 278, 306
47, 266, 306
48, 258, 306
49, 251, 307
50, 274, 302
51, 235, 275
52, 245, 274
53, 257, 274
54, 248, 270
55, 244, 270
56, 237, 272
57, 231, 272
58, 232, 266
59, 236, 269
60, 244, 268
61, 250, 269
62, 257, 269
63, 252, 263
64, 245, 266
65, 240, 266
66, 231, 259
67, 237, 260
68, 242, 259
69, 239, 264
70, 245, 262
71, 250, 259
72, 254, 263
73, 253, 250
74, 244, 256
75, 238, 256
76, 231, 256
77, 233, 249
78, 237, 250
79, 241, 249
80, 244, 245
81, 237, 244
82, 230, 244
83, 224, 252
84, 224, 260
85, 224, 267
86, 225, 278
87, 246, 280
88, 260, 277
89, 259, 264
90, 259, 257
91, 256, 246
92, 224, 238
93, 222, 249
94, 216, 257
95, 216, 269
96, 216, 247
97, 218, 237
98, 219, 231
99, 227, 226
100, 230, 230
101, 228, 233
102, 232, 242
103, 237, 236
104, 233, 234
105, 237, 225
106, 243, 228
107, 242, 233
108, 242, 241
109, 249, 241
110, 250, 236
111, 252, 229
112, 255, 232
113, 255, 237
114, 254, 242
115, 248, 232
116, 248, 226
117, 238, 225
118, 230, 219
119, 223, 222
120, 214, 226
121, 210, 233
122, 211, 245
123, 211, 250
124, 211, 259
125, 212, 270
126, 259, 247
127, 260, 237
128, 255, 222
129, 239, 218
130, 225, 218
131, 211, 223
132, 210, 217
133, 217, 219
134, 223, 216
135, 231, 214
136, 243, 215
137, 246, 218
138, 256, 224
139, 253, 216
140, 246, 211
141, 237, 211
142, 265, 253
143, 266, 246
144, 265, 237
145, 265, 226
146, 260, 218
147, 257, 210
148, 249, 207
149, 238, 207
150, 227, 210
151, 338, 287
152, 328, 285
153, 332, 280
154, 341, 284
155, 338, 279
156, 333, 274
157, 329, 279
158, 333, 290
159, 334, 273
160, 341, 278
161, 338, 273
162, 330, 271
163, 326, 276
164, 327, 267
165, 333, 267
166, 338, 270
167, 342, 272
168, 343, 278
169, 345, 287
170, 342, 290
171, 333, 294
172, 320, 286
173, 319, 267
174, 331, 261
175, 342, 261
176, 346, 270
177, 348, 277
178, 352, 276
179, 352, 271
180, 346, 262
181, 351, 258
182, 342, 257
183, 334, 257
184, 335, 264
185, 323, 260
186, 329, 253
187, 324, 257
188, 335, 252
189, 344, 252
190, 353, 254
191, 351, 265
192, 346, 268
193, 356, 271
194, 358, 279
195, 353, 287
196, 351, 294
197, 341, 249
198, 331, 248
199, 346, 247
200, 359, 259
201, 107, 118
202, 100, 119
203, 89, 119
204, 89, 110
205, 99, 114
206, 107, 112
207, 104, 106
208, 98, 109
209, 87, 108
210, 81, 116
211, 89, 126
212, 98, 126
213, 108, 127
214, 112, 125
215, 115, 121
216, 112, 112
217, 122, 111
218, 117, 120
219, 119, 127
220, 125, 119
221, 114, 114
222, 116, 107
223, 108, 102
224, 95, 103
225, 87, 103
226, 88, 94
227, 94, 99
228, 99, 98
229, 105, 99
230, 113, 98
231, 122, 101
232, 129, 108
233, 120, 92
234, 112, 91
235, 107, 97
236, 99, 93
237, 91, 93
238, 94, 87
239, 101, 91
240, 105, 87
241, 81, 97
242, 80, 109
243, 82, 123
244, 89, 134
245, 102, 134
246, 110, 134
247, 122, 131
248, 130, 127
249, 131, 117
250, 134, 111
251, 129, 96
252, 123, 89
253, 113, 86
254, 119, 85
255, 112, 79
256, 104, 83
257, 94, 82
258, 85, 90
259, 83, 82
260, 87, 87
261, 95, 76
262, 102, 79
263, 108, 78
264, 121, 79
265, 128, 86
266, 131, 82
267, 131, 76
268, 122, 74
269, 118, 72
270, 108, 72
271, 95, 71
272, 91, 71
273, 91, 79
274, 80, 78
275, 84, 77
276, 80, 71
277, 90, 67
278, 100, 66
279, 111, 68
280, 117, 68
281, 129, 67
282, 129, 76
283, 128, 82
284, 119, 64
285, 111, 62
286, 102, 62
287, 93, 61
288, 83, 68
289, 84, 60
290, 91, 58
291, 97, 57
292, 103, 57
293, 111, 57
294, 118, 59
295, 126, 59
296, 125, 65
297, 120, 52
298, 112, 52
299, 104, 53
300, 95, 53
301, 77, 61
302, 76, 69
303, 73, 77
304, 74, 90
305, 75, 103
306, 75, 117
307, 76, 128
308, 73, 130
309, 69, 127
310, 71, 123
311, 73, 117
312, 69, 117
313, 66, 122
314, 63, 117
315, 65, 113
316, 75, 112
317, 72, 113
318, 69, 108
319, 65, 107
320, 59, 107
321, 59, 113
322, 61, 103
323, 67, 102
324, 69, 97
325, 65, 97
326, 58, 97
327, 54, 104
328, 55, 95
329, 60, 94
330, 65, 91
331, 60, 86
332, 54, 89
333, 54, 80
334, 63, 80
335, 66, 87
336, 64, 74
337, 70, 85
338, 58, 74
339, 51, 79
340, 51, 72
341, 58, 69
342, 65, 69
343, 63, 64
344, 53, 64
345, 50, 60
346, 50, 59
347, 54, 59
348, 59, 58
349, 66, 60
350, 70, 57
351, 63, 51
352, 73, 53
353, 80, 54
354, 86, 54
355, 93, 53
356, 88, 43
357, 85, 47
358, 77, 49
359, 67, 48
360, 72, 46
361, 77, 45
362, 80, 44
363, 95, 41
364, 92, 45
365, 101, 48
366, 101, 41
367, 98, 46
368, 105, 46
369, 114, 51
370, 109, 46
371, 113, 42
372, 118, 45
373, 124, 51
374, 128, 54
375, 126, 45
376, 121, 44
377, 120, 39
378, 115, 38
379, 111, 35
380, 107, 39
381, 100, 35
382, 104, 31
383, 110, 33
384, 115, 33
385, 121, 33
386, 126, 39
387, 129, 43
388, 135, 46
389, 132, 50
390, 134, 57
391, 134, 67
392, 139, 72
393, 141, 65
394, 143, 58
395, 142, 50
396, 142, 46
397, 139, 40
398, 133, 40
399, 131, 33
400, 126, 30
401, 207, 210
402, 183, 218
403, 157, 200
404, 131, 185
405, 226, 164
406, 177, 134
407, 189, 165
408, 171, 176
409, 142, 153
410, 153, 117
411, 147, 114
412, 116, 176
413, 147, 215
414, 188, 237
415, 182, 267
416, 194, 289
417, 113, 285
418, 98, 251
419, 132, 249
420, 153, 227
421, 132, 219
422, 122, 204
423, 192, 162
424, 196, 131
425, 183, 106
426, 227, 100
427, 223, 159
428, 254, 188
429, 249, 123
430, 233, 102
431, 198, 79
432, 185, 80
433, 167, 107
434, 91, 178
435, 62, 163
436, 59, 148
437, 77, 226
438, 87, 206
439, 75, 176
440, 126, 148
441, 198, 145
442, 179, 115
443, 193, 72
444, 220, 77
445, 186, 110
446, 150, 125
447, 118, 135
448, 102, 147
449, 115, 185
450, 153, 141
451, 155, 70
452, 333, 124
453, 320, 103
454, 338, 96
455, 353, 99
456, 354, 111
457, 341, 112
458, 340, 119
459, 331, 114
460, 339, 104
461, 355, 105
462, 357, 113
463, 351, 120
464, 343, 124
465, 331, 117
466, 339, 108
467, 349, 103
468, 336, 106
469, 331, 112
470, 343, 112
471, 348, 114
472, 351, 114
473, 353, 109
474, 348, 108
475, 343, 97
476, 351, 97
477, 360, 113
478, 354, 119
479, 337, 119
480, 322, 106
481, 339, 99
482, 346, 93
483, 361, 102
484, 362, 114
485, 350, 118
486, 341, 117
487, 332, 107
488, 341, 99
489, 353, 103
490, 357, 112
491, 343, 109
492, 339, 100
493, 345, 94
494, 358, 106
495, 350, 109
496, 348, 103
497, 358, 103
498, 359, 120
499, 349, 126
500, 335, 128
