528, 3
1, -1.47923, -2.86066
2, -1.12193, -2.71329
3, -2.51456, 1.21813
4, -1.73398, 2.23437
5, -0.352727, 2.25228
6, -0.344655, 2.12399
7, 2.27303, 1.13643
8, 2.81699, 0.0618784
9, 1.77514, -1.66039
10, 0.76211, -2.79515
11, -0.0926839, 0.127239
12, -1.26965, -3.07475
13, -1.17804, -2.69716
14, -2.5098, 1.25261
15, -1.79706, 2.3314
16, -0.175814, 2.16051
17, -0.203277, 2.18621
18, 1.99962, 1.25859
19, 2.84344, 0.149361
20, 1.56007, -1.44979
21, 0.748513, -2.79732
22, -0.101892, 0.226525
23, -1.23144, -3.14488
24, -0.981552, -2.67387
25, -2.53316, 1.12924
26, -1.74216, 2.16312
27, -0.280092, 1.92523
28, -0.159424, 2.23912
29, 1.72212, 1.38111
30, 2.95713, 0.367421
31, 1.65411, -1.66413
32, 0.765537, -2.85193
33, -0.18483, 0.28109
34, -1.19442, -3.16002
35, -0.875211, -2.61707
36, -2.56321, 1.08194
37, -1.78986, 2.06866
38, -0.478802, 1.4844
39, -0.195666, 2.25146
40, 1.65689, 1.22274
41, 2.39629, 0.610241
42, 1.51086, -1.79446
43, 0.587636, -2.68336
44, -0.287901, 0.489526
45, -1.21149, -3.16171
46, -0.86948, -2.43245
47, -2.54771, 0.82061
48, -1.86945, 2.04631
49, -0.717908, 1.07685
50, -0.128924, 2.10613
51, 1.63924, 1.21107
52, 3.29678, 0.391777
53, 1.27177, -1.6936
54, 0.618888, -2.66393
55, -0.40184, 0.892358
56, -1.33629, -3.22379
57, -0.898541, -2.38206
58, -2.41222, 0.543698
59, -1.88998, 1.8431
60, -0.726883, 0.541368
61, 0.0303497, 2.00395
62, 1.59786, 1.11005
63, 3.39041, 0.44618
64, 1.0686, -2.0959
65, 0.808784, -2.82391
66, -0.506789, 0.828751
67, -0.514249, -5.204
68, -1.67229, 0.0724893
69, -2.73978, 0.632324
70, -2.45955, 2.42332
71, 0.665212, 2.23953
72, -1.16701, 1.61691
73, 1.94687, 1.7127
74, 3.76291, 1.08006
75, 3.59515, -0.434789
76, 3.09528, -2.54717
77, -0.271418, -0.140832
78, -0.30131, -5.44235
79, -1.57552, -0.542879
80, -2.65685, 0.72052
81, -2.32175, 2.24606
82, 0.997308, 2.13708
83, -0.812185, 1.47561
84, 1.87733, 1.97736
85, 4.14552, 0.929192
86, 3.56071, -0.365612
87, 3.37483, -2.38447
88, -0.429942, -0.070307
89, -0.277773, -5.1951
90, -1.55039, -1.11428
91, -2.63157, 0.380877
92, -2.29965, 2.33177
93, 1.00127, 2.19453
94, -1.12162, 1.70168
95, 2.07769, 1.97903
96, 4.37515, 0.779807
97, 3.2053, 0.0398333
98, 3.43314, -2.22191
99, -0.35189, 0.0156413
100, -0.955053, -4.61222
101, -1.66037, -1.22002
102, -2.68897, 0.526668
103, -2.40718, 2.35267
104, 1.05545, 2.25724
105, -1.01983, 1.88028
106, 2.1029, 1.91006
107, 4.09916, 1.02221
108, 3.35235, 0.324406
109, 3.50422, -1.98812
110, -0.180742, -0.00285625
111, -1.98447, -3.93409
112, -1.53829, -1.79926
113, -2.58053, 0.755063
114, -2.4655, 2.21152
115, 0.901363, 2.22077
116, -0.615179, 1.62713
117, 1.90728, 1.9913
118, 4.14991, 1.24417
119, 3.82574, 0.0578754
120, 3.86914, -1.8878
121, -0.167132, 0.0263775
122, -2.50626, -3.77712
123, -1.04691, -2.97327
124, -2.41182, 1.09788
125, -2.49272, 2.23431
126, 0.656367, 2.41496
127, -0.259715, 1.5034
128, 2.04545, 2.06733
129, 4.60714, 1.26018
130, 3.97934, -0.735125
131, 4.09634, -1.80255
132, -0.194835, -0.136307
133, -4.27161, -0.334908
134, -2.18267, 0.18077
135, -1.79988, -0.643973
136, -0.732584, 1.09387
137, 0.956274, 1.13315
138, 0.0698511, 1.2137
139, 1.72085, 1.54802
140, 3.69473, 1.71723
141, 0.863972, 0.660771
142, 3.42074, -1.27497
143, 1.14392, -0.975181
144, -4.45395, -0.619469
145, -2.27017, 0.362172
146, -1.96418, 0.092126
147, -0.868768, 1.29653
148, 0.823907, 1.27877
149, 0.390243, 1.06572
150, 1.27527, 1.28193
151, 3.85849, 1.67937
152, 0.448815, -0.0678745
153, 3.17248, -1.3783
154, 0.444171, -0.789029
155, -4.3589, -0.982196
156, -2.16522, 0.508119
157, -2.16858, 0.350465
158, -1.02919, 1.57603
159, 0.618674, 1.39755
160, 0.222475, 1.27844
161, 0.422161, 0.892116
162, 3.96047, 1.59421
163, 0.985762, -0.421986
164, 3.14542, -1.46065
165, -0.108534, -0.396538
166, -4.0988, -1.1837
167, -2.08122, 0.371073
168, -2.05808, 0.321151
169, -1.08158, 1.60033
170, 0.45171, 1.42456
171, -0.271353, 1.45104
172, 0.545351, 0.744944
173, 3.67402, 1.27081
174, 1.82737, -0.918606
175, 3.11759, -1.65386
176, 0.133117, -0.129939
177, -3.8238, -1.20008
178, -1.87452, -0.506072
179, -1.73939, -0.146178
180, -1.20992, 1.56411
181, 0.294775, 1.19786
182, -0.386039, 1.25761
183, 1.01482, 0.821805
184, 3.71162, 1.13486
185, 2.15749, -1.32616
186, 2.88454, -1.73609
187, 0.371792, -0.0296037
188, -3.61378, -0.991295
189, -1.59487, -1.51289
190, -1.63971, -1.02859
191, -1.29704, 1.36976
192, -0.0262702, 0.950638
193, -0.640177, 1.21312
194, 1.04689, 1.0805
195, 3.38636, 1.4933
196, 2.20377, -1.7243
197, 2.99646, -1.62937
198, 0.297431, 0.0770639
199, -2.10379, -1.55243
200, -1.85093, -0.0626545
201, -2.63078, 0.416781
202, -1.79428, 1.7929
203, 1.04201, 2.25307
204, 0.162894, 1.47329
205, 1.70805, 1.1858
206, 1.41085, 0.0730418
207, 2.07589, 0.102946
208, 1.43825, -2.45228
209, -0.677648, 0.524408
210, -2.1845, -1.58865
211, -1.90926, 0.26897
212, -2.40526, 0.244553
213, -1.76373, 1.83896
214, 0.917391, 2.14826
215, 0.344383, 1.27308
216, 1.3188, 0.981438
217, 1.01789, 0.236854
218, 1.64487, -0.0279426
219, 1.7959, -2.77529
220, -0.400275, 0.521907
221, -2.16253, -1.99198
222, -1.99449, 0.258305
